name,SDx,SDy,SDz,SR,PFD_t,PFD_i,PFD_m,PFD_r,PFD_p,FA_ti,FA_im,FA_mr,FA_rp,FA_pt,FD_ti,FD_tm,FD_tr,FD_tp,FD_im,FD_ir,FD_ip,FD_mr,FD_mp,FD_rp
C25,0,0,0,40.232704,60.76725769,62.30989838,60.59263992,52.78372192,47.20014191,0.085562468,0.052503645,0.027061919,0.06247773,0.2113581,47.73587036,47.69008636,43.08017349,55.38153839,18.3614006,37.56274414,55.69482803,21.98739433,40.83860779,20.86261749
C26,0,0,0,40.215958,60.75628281,62.37440491,60.58813858,52.71673965,47.16181564,0.08528512,0.052882761,0.027105939,0.062487274,0.21158953,47.75450516,47.74302673,43.10119247,55.43544769,18.48089981,37.7702713,55.83480072,22.11076546,40.86890793,20.79831314
C27,0,0,0,40.215958,60.75628281,62.37440491,60.58813858,52.71673965,47.16181564,0.08528512,0.052882761,0.027105939,0.062487274,0.21158953,47.75450516,47.74302673,43.10119247,55.43544769,18.48089981,37.7702713,55.83480072,22.11076546,40.86890793,20.79831314
C28,0,0,0,40.215958,60.75628281,62.37440491,60.58813858,52.71673965,47.16181564,0.08528512,0.052882761,0.027105939,0.062487274,0.21158953,47.75450516,47.74302673,43.10119247,55.43544769,18.48089981,37.7702713,55.83480072,22.11076546,40.86890793,20.79831314
C29,0,0,0,40.215958,60.75628281,62.37440491,60.58813858,52.71673965,47.16181564,0.08528512,0.052882761,0.027105939,0.062487274,0.21158953,47.75450516,47.74302673,43.10119247,55.43544769,18.48089981,37.7702713,55.83480072,22.11076546,40.86890793,20.79831314
C30,0,0,0,40.215958,60.75628281,62.37440491,60.58813858,52.71673965,47.16181564,0.08528512,0.052882761,0.027105939,0.062487274,0.21158953,47.75450516,47.74302673,43.10119247,55.43544769,18.48089981,37.7702713,55.83480072,22.11076546,40.86890793,20.79831314
C31,0,0,0,40.19968,60.7506218,62.41044617,60.5879364,52.6943512,47.12537384,0.085063018,0.053203169,0.027259449,0.062323842,0.211614788,47.78110886,47.77941132,43.15545273,55.43814087,18.58266068,37.91054916,55.94894409,22.16201973,40.90294647,20.7677536
C32,0,0,0,40.19968,60.7506218,62.41044617,60.5879364,52.6943512,47.12537384,0.085063018,0.053203169,0.027259449,0.062323842,0.211614788,47.78110886,47.77941132,43.15545273,55.43814087,18.58266068,37.91054916,55.94894409,22.16201973,40.90294647,20.7677536
C33,0,0,0,40.19968,60.7506218,62.41044617,60.5879364,52.6943512,47.12537384,0.085063018,0.053203169,0.027259449,0.062323842,0.211614788,47.78110886,47.77941132,43.15545273,55.43814087,18.58266068,37.91054916,55.94894409,22.16201973,40.90294647,20.7677536
C34,0,0,0,40.19968,60.7506218,62.41044617,60.5879364,52.6943512,47.12537384,0.085063018,0.053203169,0.027259449,0.062323842,0.211614788,47.78110886,47.77941132,43.15545273,55.43814087,18.58266068,37.91054916,55.94894409,22.16201973,40.90294647,20.7677536
